Internal_Site_ID,Kabupaten/Kota,CityCode,RegionalCode,Alamat1,Alamat2,Alamat3,Alamat4,SiteName,Funcloc
TNG-04-005,Kota Tangerang,TNG,4,JL. KH. M. DAHLAN,TANJAKAN RAJEG,TANJAKAN RAJEG,TANGERANG,BUTLER INC,100000000975
TNG-04-006,Kota Tangerang,TNG,4,DARAT KP. KARANG ANYAR RT.04/04,DESA KRAMAT,KEC. PAKU HAJI,TANGERANG,ADAMS LTD,100000000977
TNG-04-007,Kota Tangerang,TNG,4,KAMPUNG TELAGA RT. 04/01,DESA TELAGA,KEC. CIKUPA,TANGERANG,"WILLIAMS, HOOD AND JOHNS",100000000979
TNG-04-008,Kota Tangerang,TNG,4,JL. STASIUN DARU TANGERANG,TANGERANG,TANGERANG,TANGERANG,"OWEN, ERICKSON AND BOYLE",100000000981
TNG-04-009,Kota Tangerang,TNG,4,KP. PASUARAN RT 03/RW 03,"DS. PASR BARAT,",KEC. JAMBE,TANGERANG,HOOD-GUTIERREZ,100000000982
TNG-04-010,Kota Tangerang,TNG,4,JLN R SERPONG,KP WATES,SERPONG,TANGERANG,THOMPSON-RIOS,100000000983
TNG-04-011,Kota Tangerang,TNG,4,JL.TALES V RT 4/2 PONDOK CABE HILIR,PONDOK CABE HILIR,PAMULANG,TANGERANG,JOHNSON-BRADY,100000000984
TNG-04-012,Kota Tangerang,TNG,4,JL. HI NAJHI,TANGERANG,TANGERANG,TANGERANG,MAY-MARTINEZ,100000000985
TNG-04-013,Kota Tangerang,TNG,4,KAMPUNG BETING RT.16/ RW.08 TELUK NAGA,DESA TANJUNG PASIR,KEC. TANGERANG,TANGERANG,"BLACK, WALSH AND PATTERSON",100000003655
TNG-04-014,Kota Tangerang,TNG,4,JL. KAMPUNG CELONG RT 04/RW 06,KEL. SITU GADUNG,KEC. PAGEDANGAN,TANGERANG,BRYANT PLC,100000003658
TNG-04-015,Kota Tangerang,TNG,4,KAMPUNG CAREME RT.15 RW04 PASIR MUNCING,KEL. TANGERANG,KEC. TANGERANG,TANGERANG,PETERSON-CARLSON,100000003664
TNG-04-016,Kota Tangerang,TNG,4,JL. RADEN PATAH GG.MESJID 2,CILEDUG,KEC. CILEDUG,"TANGERANG, KOTA",TORRES LTD,100000003779
TNG-04-017,Kota Tangerang,TNG,4,RS ST CAROLUS SERPONG,BSD,SERPONG,TANGERANG,"SANTIAGO, DAVIS AND SCOTT",100000005374
TNG-04-018,Kota Tangerang,TNG,4,JLRAYA PEUSUR RT01_03,KEL. TANGERANG,KEC. TANGERANG,TANGERANG,COWAN INC,100000007295
TNG-04-019,Kota Tangerang,TNG,4,"DESA GONDRONG CIPONDOH RT. 01/09,","KEL. GONDRONG,",KEC. CIPONDOH,TANGERANG,"DAVIS, RIVERA AND SHAW",100000007297
TNG-04-020,Kota Tangerang,TNG,4,JL.RAYA SERANG RT.03/01 KP.CAPUS,DESA CANGKUDU,KEC. TANGERANG,TANGERANG,MARTIN-ORTEGA,100000007783
TNG-04-021,Kota Tangerang,TNG,4,"JL. DESA SUKADAMAI RT03 RW05,","DESA SUKADAMAI,",KEC. CIKUPA,TANGERANG,"WEBER, DOUGLAS AND YOUNG",100000007791
TNG-04-022,Kota Tangerang,TNG,4,KAMPUNG GANDU (DAMPIT),"DESA SINDANGJAYA,",KEC.PASARKEMIS,TANGERANG,MARTINEZ-WILSON,100000007826
TNG-04-023,Kota Tangerang,TNG,4,KAMPUNG PABUARAN RT.06 RW.04,JEUNGJING,CISOKA,KAB. TANGERANG,"MAYER, HUGHES AND TAYLOR",100000008264
TNG-04-024,Kota Tangerang,TNG,4,JL. RAYA GOLF 1 PERUMAHAN MODERN LAND,TANGERANG,TANGERANG,"TANGERANG, KOTA",ROGERS LLC,100000013476
TNG-04-025,Kota Tangerang,TNG,4,JL. HASYIM ASHARI,TANGERANG,TANGERANG,TANGERANG,GRIFFITH-WATKINS,100000013481
TNG-04-026,Kota Tangerang,TNG,4,JL. TANJUNG KAIT,TANGERANG,TANGERANG,TANGERANG,"PHILLIPS, PADILLA AND SHIELDS",100000013490
TNG-04-027,Kota Tangerang,TNG,4,"JL. PONDOK BAHAR RT002 RW002,","KEL. PONDOK BAHAR,","KEC. KARANG TENGAH,",TANGERANG,"JAMES, GARRETT AND BARKER",100000014876
TNG-04-028,Kota Tangerang,TNG,4,"JL. RAYA SERPONG , GG. JOHOR KP.SETU",,,TANGERANG,PEREZ PLC,100000014877
TNG-04-029,Kota Tangerang,TNG,4,JL. SALEMBARAN JATI RT.001/01,KOSAMBI,KEC KOSAMBI,TANGERANG,WALSH LTD,100000016561
TNG-04-030,Kota Tangerang,TNG,4,LN PEMDA RT03/01,KEL MATAGARA,KEC TIGA RAKSA,TANGERANG,STRICKLAND-GARNER,100000016648
TNG-04-031,Kota Tangerang,TNG,4,JL. RAYA KRONJO BALARAJA RT. 08/02,KEL.BAKUNG,TANGERANG,TANGERANG,"BAKER, ESPARZA AND MORROW",100000016658
TNN-10-001,Kabupaten Minahasa,TNN,10,"JAGA VI, DESA RANAWANGKO",TAMBORIRI,KEC. TAMBORIRI,MINAHASA,"MARTINEZ, FOLEY AND GARCIA",100000001029
TNN-10-002,Kabupaten Minahasa,TNN,10,DEPAN PERUM WEN WIN JL RAYA SEA JAGA 6,KEL.SEA,KEC.PINELENG,MINAHASA,WILKINSON LLC,100000002462
TNN-10-003,Kabupaten Minahasa,TNN,10,LINK. 6,DESA KAWENG,KECAMATAN KAKAS,MINAHASA,FERNANDEZ INC,100000002474
TNN-10-004,Kabupaten Minahasa,TNN,10,JAGA III,DESA KIAWA II,KEC. KAWANGKOAN UTARA MINAHASA,MINAHASA,TAYLOR AND SONS,100000002475
TNN-10-005,Kabupaten Minahasa,TNN,10,"JL. LINGKUNGAN V,","KEL. PALELOAN,",KEC. TONDANO SELATAN,MINAHASA,"PETERS, WHEELER AND MERRITT",100000003793
TNN-10-006,Kabupaten Minahasa,TNN,10,LINGK. IV KEL. KOYA KOTA TONDANO,KOYA,TONDANO,MINAHASA,HALL-JONES,100000003794
TNN-10-007,Kabupaten Minahasa,TNN,10,"DESA ATEP,","DESA ATEP,",KEC. LANGOWAN SELATAN,MINAHASA,LI INC,100000003795
TNN-10-008,Kabupaten Minahasa,TNN,10,JL. TRANS LANGOWAN-RATAHAN,DESA RARANON JAGA 2,KEC. LANGOWAN BARAT,MINAHASA,STEWART-MILLER,100000005059
TNN-10-009,Kabupaten Minahasa,TNN,10,DESA KOHA,DESA KOHA,KEC. KOHA,MINAHASA,"HERNANDEZ, ALLEN AND SHERMAN",100000013546
TNR-09-001,Kabupaten Berau,TNR,9,JL. RT. II TABALAR MUARA,KEL. BERAU,KEC. BERAU,BERAU,"JENNINGS, LANG AND OBRIEN",100000003797
TNR-09-002,Kabupaten Berau,TNR,9,"JL. DURIAN III, GG. RAHAYU RT 7,","KEL. TANJUNG REDEB,","KEC. TANJUNG REDEB,",BERAU,HUNT-WELLS,100000003798
TNR-09-003,Kabupaten Berau,TNR,9,KELURAHAN SEI BENDUNGAN,KELURAHAN SEI BENDUNGAN,KEC. TANJUNG REDEB,BERAU,FROST LTD,100000003799
TNR-09-004,Kabupaten Berau,TNR,9,JL. APT PRANOTO,TANJUNG REDEB,KEC. TANJUNG REDEB,BERAU,BROWN AND SONS,100000003801
TNR-09-005,Kabupaten Berau,TNR,9,"HOTEL SEDERHANA KC. TANJUNG REDEP, BERAU",TANJUNG REDEP,TANJUNG REDEP,BERAU,"GARNER, MALONE AND MORRIS",100000007573
TNR-09-006,Kabupaten Berau,TNR,9,JL. DR. MURJANI II RT.01,"KEL.KARANG AMBUN,",KEC.TANJUNG REDEP,BERAU,SMITH-SANFORD,100000008065
TNR-09-007,Kabupaten Berau,TNR,9,JL BULUNGAN TJ REDEP KA,KEL. BERAU,KEC. BERAU,BERAU,"DAUGHERTY, WARE AND MILLER",100000013551
TNR-09-008,Kabupaten Berau,TNR,9,LABANAN KM 45 TJ REDEB,KEL. BERAU,KEC. BERAU,BERAU,HOLMES LLC,100000013552
TNR-09-009,Kabupaten Berau,TNR,9,"JALAN POROS/ SIE. LENGGO, RT 4","DESA TEMBUDAN,","KECAMATAN BATU PUTIH,",BERAU,"WALKER, THOMAS AND ORTIZ",100000014884
TOB-10-001,Kabupaten Halmahera Utara,TOB,10,JL TOBE KATANA KM10 RT 2,DS MAWEA,KEC TOBELO TIMUR,HALMAHERA UTARA,"KELLEY, WEBB AND MCLEAN",100000003802
TOB-10-002,Kabupaten Halmahera Utara,TOB,10,JL. HALMAHERA-DUMDUM PANTAI (JL. BOKI),DESA KONTO MEKAR,KEC. KAO TELUK,HALMAHERA UTARA,RICHARDS LTD,100000005048
TOB-10-003,Kabupaten Halmahera Utara,TOB,10,DESA LIMAU RT.04/02 KEC.GALELA UTARA,DS LIMAU,GALELA UTARA,HALMAHERA UTARA,THOMAS GROUP,100000053437
TOB-10-004,Kabupaten Halmahera Utara,TOB,10,DESA SALIMULI RT.01/00 KEC.GALELA UTARA,DS SALIMULI,GALELA UTARA,HALMAHERA UTARA,TAYLOR-RODRIGUEZ,100000057816
TOB-10-005,Kabupaten Halmahera Utara,TOB,10,DESA LALONGAN RT.04/02 KEC.GALELA UTARA,DS LALONGAN,GALELA UTARA,HALMAHERA UTARA,STARK PLC,100000057833
TPG-02-001,Kota Tanjung Pinang,TPG,2,JL. USMAN HARUN,KELURAHAN TELUK KERITING,TANJUNG PINANG,"TANJUNG PINANG, KOTA",JOHNSON LLC,100000003804
TPG-02-002,Kota Tanjung Pinang,TPG,2,"GG. MERAK KAMPUNG SUKAMAJU, RT05 RW03",KEL. BATI IX,KEC. TANJUNG PINANG TIMUR,"TANJUNG PINANG, KOTA",RODRIGUEZ INC,100000005244
TPG-02-003,Kota Tanjung Pinang,TPG,2,"KP MEKARSARI RT03 / RT08,","KEL PINANG KENCANA,",KEC TJ PINANG TIMUR,"TANJUNG PINANG, KOTA",LIU-EVANS,100000005248
TPG-02-004,Kota Tanjung Pinang,TPG,2,JL PEMASYARAKATAN RT 01 RW 02,"KEL TJ PINANG BARAT,",KEC TJ PINANG BARAT.,"TANJUNG PINANG, KOTA",CRAWFORD-MARTIN,100000006263
TPG-02-005,Kota Tanjung Pinang,TPG,2,"JL. ADI SUCIPTO, KM.10",TANJUNG PINANG,TANJUNG PINANG,"TANJUNG PINANG, KOTA","ALLEN, HERRING AND MOSLEY",100000013558
TPG-02-006,Kota Tanjung Pinang,TPG,2,JALAN BUKIT ASRI RT03 RW02,KEL BATU SEMBILAN,KEC TANJUNG PINANG,"TANJUNG PINANG, KOTA",GARRISON PLC,100000014885
TPT-02-001,Kabupaten Kepulauan Mentawai,TPT,2,"DESA BETAET, KECAMATAN SIBETUR BARAT",BETAET,BETAET,KEPULAUAN MENTAWAI,REYNOLDS-SMITH,100000005493
TPT-02-002,Kabupaten Kepulauan Mentawai,TPT,2,DESA PASAKIAT TAILEULEU,PASAKIAT TAILEULEU,PASAKIAT TAILEULEU,KEPULAUAN MENTAWAI,MURPHY-BROOKS,100000005532
TPT-02-003,Kabupaten Kepulauan Mentawai,TPT,2,"JL DESA DUSUN MALAKOPA,","DESA MALAKOPA,",KEC PAGAI SELATAN,KEPULAUAN MENTAWAI,ONEILL INC,100000014112
TRK-07-001,Kabupaten Trenggalek,TRK,7,"DSN KRAJAN RT.020/ RW.04,","KEL. KERJO,",KEC. KRAJAN,TRENGGALEK,"HERNANDEZ, RUIZ AND JENKINS",100000003824
TRK-07-002,Kabupaten Trenggalek,TRK,7,DUSUN NGGEMPLENG RT 13 RW 03,DESA NGARES,KEC.TRENGGALEK,TRENGGALEK,JOHNSON-DIXON,100000003825
TRK-07-003,Kabupaten Trenggalek,TRK,7,"DUSUN MALASAN RT 007 RW 002,","DESA MALASAN,",KECAMATAN DURENAN,TRENGGALEK,STONE-CHAN,100000005350
TRK-07-004,Kabupaten Trenggalek,TRK,7,DESA GEMAHARJO DUSUN KOJUR RT17/RW 02,KEL. TRENGGALEK,KEC. WATULIMO,TRENGGALEK,BOYD-WHITE,100000013564
TRK-07-005,Kabupaten Trenggalek,TRK,7,DSN JAJAR RT 04 RW 01,DESA NGLEBO,KECAMATAN SURUH,TRENGGALEK,"THORNTON, JONES AND MILLER",100000014889
TRP-02-001,Kabupaten Kepulauan Anambas,TRP,2,"JL LINTAS BANDARA GUNUNG CAK, RT05/RW02","DESA PAYAMARAM,",KEC. PALMATAK,KEPULAUAN ANAMBAS,STEWART-HAYES,100000007440
TRP-02-002,Kabupaten Kepulauan Anambas,TRP,2,JL.TANJUNG GG CEMPAKA RT.03/01,DS TAREMPA BARAT,SIANTAN,KEPULAUAN ANAMBAS,"HARRIS, RICE AND MURRAY",100000057675
TRT-01-001,Kabupaten Tapanuli Utara,TRT,1,"JL. TB SIMATUPANG,","DESA HUTATORUAN VII,",TARUTUNG,TAPANULI UTARA,MOORE PLC,100000000459
TRT-01-002,Kabupaten Tapanuli Utara,TRT,1,DESA PADANG SIANDOMANG,DESA PADANG SIANDOMANG,PADANG SIANDOMANG,TAPANULI UTARA,COLLINS-RICHARDS,100000001038
TRT-01-003,Kabupaten Tapanuli Utara,TRT,1,"DUSUN RIANAULI,","DESA HUTATINGGI 2,",KECAMATAN PARMONANGAN,TAPANULI UTARA,"GUTIERREZ, JENNINGS AND JONES",100000001039
TRT-01-004,Kabupaten Tapanuli Utara,TRT,1,"DESA ONAN RUNGGU 3,",DESA ONAN RUNGGU,KECAMATAN SIPAHUTAR,TAPANULI UTARA,JOHNSON-CHURCH,100000005120
TRT-01-005,Kabupaten Tapanuli Utara,TRT,1,"DESA SIRAJA HUTAGALUNG,","DESA SIRAJA HUTAGALUNG,",KECAMATAN SIATAS BARITA,TAPANULI UTARA,"BUTLER, MARTIN AND MOSS",100000005875
TRT-01-006,Kabupaten Tapanuli Utara,TRT,1,"DUSUN LUMBAN PINASA,","DESA GONTING GAROGA,",KECAMATAN GAROGA,TAPANULI UTARA,MORTON PLC,100000005876
TRT-01-007,Kabupaten Tapanuli Utara,TRT,1,"DESA AEK TANGGA,","DESA AEK TANGGA,",KECAMATAN GAROGA,TAPANULI UTARA,"BLACK, LONG AND SMITH",100000005877
TRT-01-008,Kabupaten Tapanuli Utara,TRT,1,"DESA LOBUSINGKAM,","DESA LOBUSINGKAM,","KEC. SIPOHOLON,",TAPANULI UTARA,KELLY-VAUGHAN,100000006717
TRT-01-009,Kabupaten Tapanuli Utara,TRT,1,DESA PARBUBU DOLOK,DESA PARBUBU DOLOK,KEC. PARBUBU DOLOK,TAPANULI UTARA,MCGEE AND SONS,100000013569
TRT-01-010,Kabupaten Tapanuli Utara,TRT,1,JL. PUTRI LOPIAN,TAPANULI UTARA,TAPANULI UTARA,TAPANULI UTARA,"ALEXANDER, JOHNSON AND MILLER",100000013571
TRT-01-011,Kabupaten Tapanuli Utara,TRT,1,JL. RAYA TARUTUNG  SIPIROK,DS SIMANGUMBAN,SIMANGUMBAN,TAPANULI UTARA,CROSS-LEONARD,100000052512
TRT-01-012,Kabupaten Tapanuli Utara,TRT,1,JL. SIPIROK KM. 18 DESA LONTUNG DOLOK/DE,LONTUNG DOLOK,LONTUNG DOLOK,TAPANULI UTARA,YOUNG AND SONS,100000055018
TRT-01-013,Kabupaten Tapanuli Utara,TRT,1,KNTOR BPTI TPANULI UTRA KEL.HUTATORUAN X,HUTARORUAN X,TARUTUNG,TAPANULI UTARA,"WALKER, GARCIA AND MCFARLAND",100000057599
TRT-01-014,Kabupaten Tapanuli Utara,TRT,1,DESA SABUNGAN NIHUTA IV KEC.SIPAHUTAR,DS SABUNGAN NIHUTA IV,SIPAHUTAR,TAPANULI UTARA,HARRISON INC,100000058702
TRT-01-015,Kabupaten Tapanuli Utara,TRT,1,DESA PANSUR NATOLU KEC.PANGARIBUAN,DS PANSUR NATOLU,PANGARIBUAN,TAPANULI UTARA,WRIGHT-GARZA,100000059265
TRT-01-016,Kabupaten Tapanuli Utara,TRT,1,DESA BANUAJI I KEC.ADIANKOTING,DS BANUAJI I,ADIANKOTING,TAPANULI UTARA,INGRAM-BROWN,100000059268
TSM-05-001,Kota Tasikmalaya,TSM,5,JL.SUKARATU RT01A RW01 KP LEGOK RINGGIT,DESA SUKAMAHI,KEC.SUKARATU,TASIKMALAYA,LEE INC,100000000876
TSM-05-002,Kota Tasikmalaya,TSM,5,"KP. CALINCING RT. 04, RW. 003",DS. CALINCING,KEC. SUKAHENING,TASIKMALAYA,WINTERS INC,100000000877
TSM-05-003,Kota Tasikmalaya,TSM,5,"JL. SUKAJADI, DESA MANGGUNG JAYA",KEL. MANGGUNG JAYA,KEC. RAJAPOLAH,TASIKMALAYA,BRADLEY-SCOTT,100000003475
TSM-05-004,Kota Tasikmalaya,TSM,5,KP.SANTRIJAYA,DS.SARIMANGGU,KEC.KARANGNUNGGAL,TASIKMALAYA,"BARRETT, DOYLE AND BOOTH",100000003476
TSM-05-005,Kota Tasikmalaya,TSM,5,DESA BURUJULJAYA RT 02/RW 02,BURUJULJAYA,PARUNG PONTENG,TASIKMALAYA,TAYLOR PLC,100000003477
TSM-05-006,Kota Tasikmalaya,TSM,5,KP.TONJONG RT.02 RW.04,DS.TONJONGARI,KEC.CIKALONG,TASIKMALAYA,HUGHES-DURAN,100000003478
TSM-05-007,Kota Tasikmalaya,TSM,5,JL. SUKAMAJU RT01 RW01,CIHAUR,MANONJAYA,TASIKMALAYA,"HUNT, ROBINSON AND BURKE",100000003479
TSM-05-008,Kota Tasikmalaya,TSM,5,KP.BADAK DAEH RT.003 RW.005,DS.CIPAKAT,KEC.SINGAPARNA,TASIKMALAYA,CRUZ-ALEXANDER,100000003480
TSM-05-009,Kota Tasikmalaya,TSM,5,JL. RAYA MALANGBONG - TASIKMALAYA,,,TASIKMALAYA,POWELL INC,100000003484
TSM-05-010,Kota Tasikmalaya,TSM,5,JL. RAYA SUKAMANTRI KM1.5,,,TASIKMALAYA,PETERSON GROUP,100000003486
TSM-05-011,Kota Tasikmalaya,TSM,5,JL. CIPONDOK,,,TASIKMALAYA,HOWELL-SPENCER,100000003487
TSM-05-012,Kota Tasikmalaya,TSM,5,KP. CIKURUBUK RT.004 RW.001,DS/KEL. LINGGAJAYA,KEC. MANGKUBUMI,"TASIKMALAYA, KOTA",PARKER PLC,100000003828
TSM-05-013,Kota Tasikmalaya,TSM,5,"KP. GUNUNG CIHCIR RT.002/RW.004,","KEL. BANTARSARI,",KEC. BUNGURSARI,"TASIKMALAYA, KOTA",DAVENPORT-OLSON,100000003829
TSM-05-014,Kota Tasikmalaya,TSM,5,JL.SINARGALIH RT02/03,"KEL. SINARGALIH ,","KEC . INDIHIANG ,","TASIKMALAYA, KOTA","SWEENEY, ROWLAND AND WILLIAMS",100000003830
TSM-05-015,Kota Tasikmalaya,TSM,5,JL.H MAKMUN SODIK RT 01/ RW 12,KEL.PANGLAYUNGAN,KEC.CIPEDES,"TASIKMALAYA, KOTA",DOUGLAS-ODOM,100000005371
TSM-05-016,Kota Tasikmalaya,TSM,5,DESA CIHERAS,CIHERAS,CIHERAS,TASIKMALAYA,GARCIA-VEGA,100000005546
TSM-05-017,Kota Tasikmalaya,TSM,5,DESA CIANDUM,CIANDUM,CIPATUJAH,TASIKMALAYA,WHITE-EVANS,100000005547
TSM-05-018,Kota Tasikmalaya,TSM,5,KP. CIMANUK RT.004/RW002,DS CIMANUK,KEC. CIKALONG,TASIKMALAYA,"LLOYD, KELLEY AND CONNER",100000006233
TSM-05-019,Kota Tasikmalaya,TSM,5,KP. SUKAMENAK RT.004/RW.001,DS CIMANUK,KEC. CIKALONG,TASIKMALAYA,RODRIGUEZ-JOHNSON,100000006234
TSM-05-020,Kota Tasikmalaya,TSM,5,KP. DS KOLOT RT.004/RW.004,DS KELAPA GENEP,KEC. CIKALONG,TASIKMALAYA,THOMAS PLC,100000006235
TSM-05-021,Kota Tasikmalaya,TSM,5,KP TALUN RT 022/ RW 006,DS. TANJUNG JAYA,KEC. TANJUNG JAYA,TASIKMALAYA,KELLER-DAVIS,100000006236
TSM-05-022,Kota Tasikmalaya,TSM,5,KP SEMPUR RT.004/RW.002,DS NEGLASARI,KEC. PANCA TENGAH,TASIKMALAYA,"MCCORMICK, MONTGOMERY AND THOMAS",100000006246
TSM-05-023,Kota Tasikmalaya,TSM,5,KP.CINUNJANG RT.03 RW.01,DS.MANDALAMEKAR,KEC.JATIWARAS,TASIKMALAYA,"GREENE, MOORE AND BROWN",100000006250
TSM-05-024,Kota Tasikmalaya,TSM,5,KP.CIPANGGALANG RT 08 RW 02,DESA GIRIMUKTI,KEC.BOJONGGAMBIR,TASIKMALAYA,CONNER LLC,100000006251
TSM-05-025,Kota Tasikmalaya,TSM,5,KP NANGKALEA RT 05 RW 02,DS CILAMPUNG HILIR,KEC PADAKEMBANG,TASIKMALAYA,BARKER-KENNEDY,100000006252
TSM-05-026,Kota Tasikmalaya,TSM,5,"GN. SIMPAY, UNIT PERKEBUNAN THE SAMBAWA",GUNUNG SIMPAY,GUNUNG SIMPAY,TASIKMALAYA,PECK-SHAFFER,100000007397
TSM-05-027,Kota Tasikmalaya,TSM,5,KP.DERAH,DS. KARYABAKTI,KEC. KARYABAKTI,TASIKMALAYA,"LUNA, HUGHES AND WHITE",100000012608
TSM-05-028,Kota Tasikmalaya,TSM,5,JL. RAYA KARANGNUNGGAL KM 46,KARANGNUNGGAL,KARANGNUNGGAL,TASIKMALAYA,BAKER LLC,100000013574
TSM-05-029,Kota Tasikmalaya,TSM,5,JL. SUKAHENING,KEL. TASIKMALAYA,KEC. TASIKMALAYA,TASIKMALAYA,"CARPENTER, LYNCH AND HOFFMAN",100000013576
TSM-05-030,Kota Tasikmalaya,TSM,5,KP. SINDANGRERET RT-05 RW05,KEL. CIPAWITRA,KEC. MANGKUBUMI,TASIKMALAYA,REYNOLDS-SMITH,100000014852
TSM-05-031,Kota Tasikmalaya,TSM,5,KP. SINDANGRERET RT-05 RW05,KEL. CIPAWITRA,KEC. MANGKUBUMI,TASIKMALAYA,"AYERS, ELLIS AND HERNANDEZ",100000014853
TSM-05-032,Kota Tasikmalaya,TSM,5,KAMPUNG LEBAK SARI/SUKASARI RT04 RW07,KEL. SETIA RATU,KEC. CIBEUREUM,"TASIKMALAYA, KOTA","HEATH, HUNTER AND GARCIA",100000014890
TSM-05-033,Kota Tasikmalaya,TSM,5,KP.CIGUGUR RT/RW 01/12,"SUKARINDI,",KEC CICALENGKA,TASIKMALAYA,ALEXANDER-TAYLOR,100000018097
TSM-05-034,Kota Tasikmalaya,TSM,5,WISATA KP. GEDONG NYUNGCUNG RT3/RW6,DS. SUKARATU.,KEC. INDIHIANG,TASIKMALAYA,MENDOZA-ELLIS,100000018099
TSM-05-035,Kota Tasikmalaya,TSM,5,"KP. UJUNGSARI RT.2 RW.17 , ,",KEL NAGASARI,KEC. CIPEDES,TASIKMALAYA,PARKS-JONES,100000018105
TSM-05-036,Kota Tasikmalaya,TSM,5,KP. SUKASARI RT.01 RW.03,KEL SETIAWANGI,KEC TAMANSARI,TASIKMALAYA,JACKSON AND SONS,100000018107
TSM-05-037,Kota Tasikmalaya,TSM,5,JL. EUREUN PALAY KP. MADUR RT.01 RW.04,DS. BOJONG ASIH,KEC. BOJONG ASIH,TASIKMALAYA,"FERRELL, OCONNOR AND BROWN",100000018111
TSM-05-038,Kota Tasikmalaya,TSM,5,KP. KORANJI RT 01 RW 04,DS. PAMIJAHAN,KEC. BANTAR KALONG,TASIKMALAYA,DAVIS-DELEON,100000018112
TSM-05-039,Kota Tasikmalaya,TSM,5,JL MERTAJAYA KP. DATAR BUNGUR RT03 RW10,DS. MARTAJAYA,KEC. BOJONG ASIH,TASIKMALAYA,"WELLS, JONES AND SMITH",100000018113
TSM-05-040,Kota Tasikmalaya,TSM,5,KP. CIJAMBU RT 001 RW 005,DS. CIKAWUNG,KEC. PANCATENGAH,TASIKMALAYA,TORRES-WASHINGTON,100000018114
TSM-05-041,Kota Tasikmalaya,TSM,5,JL. PETA GANG ROAY 1,KEL. KAHURIPAN,KEC. TAWANG,"TASIKMALAYA, KOTA","CURTIS, BROWN AND LEONARD",100000018142
TSM-05-042,Kota Tasikmalaya,TSM,5,DUSUN CIAMPANAN RT.06 RW.06,DESA CIAMPANAN,KECAMATAN CIAMPANAN,TASIKMALAYA,JONES-FLETCHER,100000018143
TSM-05-043,Kota Tasikmalaya,TSM,5,"DUSUN CIBURIAL RT02, RW10,",DESA MANDALA JAYA,KECAMATAN CIKALONG,TASIKMALAYA,SHAW LLC,100000018150
TSM-05-044,Kota Tasikmalaya,TSM,5,RT.03 RW10 JL. CISENGKOL,KEL. SETIAMULYA,KEC. TAMANSARI,TASIKMALAYA,BOWMAN AND SONS,100000018153
TSM-05-045,Kota Tasikmalaya,TSM,5,GUNUNG BANGO RT.02/06 KEL.CIPAWITRA,CIPAWITRA,MANGKUBUMI,TASIKMALAYA,"PETERSON, SHEPPARD AND MOORE",100000052687
TSM-05-046,Kota Tasikmalaya,TSM,5,KP.PASIRHUNI RT.02/06 DESA SINDANGSARI,DS SINDANGSARI,BOJONGASIH,TASIKMALAYA,MAYS-OLSON,100000055530
TSM-05-047,Kota Tasikmalaya,TSM,5,KP.PASIRMUNCANG RT.16/06 DESA JATIJAYA,DS JATIJAYA,GUNUNG TANJUNG,TASIKMALAYA,NORRIS LLC,100000055544
TSM-05-048,Kota Tasikmalaya,TSM,5,KP.MEKARSARI RT.10/05 DESA MEKARSARI,DS MEKARSARI,PANCATENGAH,TASIKMALAYA,SMITH-FERGUSON,100000055548
TSM-05-049,Kota Tasikmalaya,TSM,5,KP.KUDADEPA RT.02/01 DESA KUDADEPA,DS KUDAPEPA,SUKAHENING,TASIKMALAYA,RAMIREZ-SMITH,100000055557
TSM-05-050,Kota Tasikmalaya,TSM,5,KP.CILANDAK RT.03/02 DESA CINUNJANG,DS CINUNJANG,GUNUNG TANJUNG,TASIKMALAYA,"LEWIS, WILSON AND MILLER",100000055565
TTE-10-001,Kota Ternate,TTE,10,JL. SISWA RT08,DS BOBANEIGO,KEC JAILOLO TIMUR,"TERNATE, KOTA","SMITH, BURTON AND HALL",100000003832
TTE-10-002,Kota Ternate,TTE,10,"JL. TOLIRE ,(SAMPING TOWER INDOSAT)",KELURAHAN LOTO,KECAMATAN PULAU TERNATE,"TERNATE, KOTA","PRINCE, SALAZAR AND HERNANDEZ",100000005070
TTE-10-003,Kota Ternate,TTE,10,JL.TOBOLEU PUNCAK RT.12/05 KEL.TOBOLEU,TOBOLEU,TERNATE UTARA,"TERNATE, KOTA",MCKINNEY LLC,100000058929
TTG-02-001,Kabupaten Kepulauan Meranti,TTG,2,JL. M. ALI DSN. HARAPAN BARU RT.01/01,DS. NIFAH SENDANU,KEC. TEBING TINGGI,KEPULAUAN MERANTI,TORRES AND SONS,100000001043
TTG-02-002,Kabupaten Kepulauan Meranti,TTG,2,"JL. ALAI-MENGKIKIP, DS BALAK RT4 RW1",DESA TANJUNG PERANAP,KEC. TEBING TINGGI BARAT,KEPULAUAN MERANTI,MASON-FLORES,100000001336
TTG-02-003,Kabupaten Kepulauan Meranti,TTG,2,JL. BAHAGIA DUSUN LALANG RT 02 RW 01,"DESA TANJUNG,",KEC. TEBING TINGGI BARAT,KEPULAUAN MERANTI,GARCIA-EDWARDS,100000001339
TTG-02-004,Kabupaten Kepulauan Meranti,TTG,2,JL. M RUSTAM DUSUN SIDOMULYO RT 07 RW 02,DESA SUNGAI CINA,KEC. RANGSANG BARAT,KEPULAUAN MERANTI,"GARCIA, WEBER AND MATHEWS",100000001341
